seq_idx	Date	Location	PANGO	Nextstrain	MutationCount	NCount	GapCount
13835	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
13836	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
13837	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
13838	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
13839	20210725	Japan	B.1.617.2	21A (Delta)	39	0	13
13840	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
13841	20210725	Japan	B.1.617.2	21A (Delta)	36	0	13
13842	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13843	20210725	Japan	B.1.617.2	21A (Delta)	38	0	13
13844	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13845	20210725	Japan	B.1.617.2	21A (Delta)	33	0	13
13846	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13847	20210727	Japan	B.1.617.2	21A (Delta)	33	0	13
13848	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13849	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13850	20210727	Japan	B.1.617.2	21A (Delta)	35	0	13
13851	20210727	Japan	B.1.617.2	21A (Delta)	35	0	13
13852	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13853	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13854	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13855	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13856	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13857	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13858	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13859	20210727	Japan	B.1.617.2	21A (Delta)	39	0	13
13860	20210727	Japan	B.1.617.2	21A (Delta)	33	0	13
13861	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13862	20210727	Japan	B.1.617.2	21A (Delta)	35	0	13
13863	20210727	Japan	B.1.617.2	21A (Delta)	37	0	13
13864	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13865	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13866	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13867	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13868	20210727	Japan	B.1.617.2	21A (Delta)	40	0	13
13869	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13870	20210727	Japan	B.1.617.2	21A (Delta)	33	0	13
13871	20210727	Japan	B.1.617.2	21A (Delta)	33	0	13
13872	20210727	Japan	B.1.617.2	21A (Delta)	35	0	13
13873	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13874	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13875	20210727	Japan	B.1.617.2	21A (Delta)	36	0	13
13876	20210727	Japan	B.1.617.2	21A (Delta)	34	0	13
13877	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13878	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13879	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13880	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13881	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13882	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13883	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13884	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13885	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13886	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13887	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13888	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13889	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13890	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13891	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13892	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13893	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13894	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13895	20210728	Japan	B.1.617.2	21A (Delta)	38	0	16
13896	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13897	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13898	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13899	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13900	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13901	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13902	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13903	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13904	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13905	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13906	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13907	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13908	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13909	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13910	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13911	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13912	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13913	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13914	20210728	Japan	B.1.617.2	21A (Delta)	40	0	13
13915	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13916	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13917	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13918	20210728	Japan	B.1.617.2	21A (Delta)	39	0	16
13919	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13920	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13921	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13922	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13923	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13924	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13925	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13926	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13927	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13928	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13929	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13930	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13931	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13932	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13933	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13934	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13935	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13936	20210728	Japan	B.1.617.2	21A (Delta)	34	0	7
13937	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13938	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13939	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13940	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13941	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13942	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13943	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13944	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13945	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13946	20210728	Japan	B.1.617.2	21A (Delta)	39	0	13
13947	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13948	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13949	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13950	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13951	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13952	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13953	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13954	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13955	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13956	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13957	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13958	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13959	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13960	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13961	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13962	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13963	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13964	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13965	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13966	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13967	20210728	Japan	B.1.617.2	21A (Delta)	34	0	13
13968	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13969	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13970	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13971	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13972	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13973	20210728	Japan	B.1.617.2	21A (Delta)	33	0	13
13974	20210728	Japan	B.1.617.2	21A (Delta)	38	0	13
13975	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13976	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13977	20210728	Japan	B.1.617.2	21A (Delta)	35	0	13
13978	20210728	Japan	B.1.617.2	21A (Delta)	37	0	13
13979	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13980	20210728	Japan	B.1.617.2	21A (Delta)	36	0	13
13981	20210728	Japan	B.1.617.2	21A (Delta)	37	0	16
13982	20210728	Japan	B.1.617.2	21A (Delta)	41	0	13
13983	20210728	Japan	B.1.617.2	21A (Delta)	38	0	16
13984	20210728	Japan	B.1.617.2	21A (Delta)	41	0	13
13985	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
13986	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
13987	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
13988	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
13989	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
13990	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
13991	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
13992	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
13993	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
13994	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
13995	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
13996	20210729	Japan	B.1.617.2	21A (Delta)	33	0	1
13997	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
13998	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
13999	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
14000	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14001	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14002	20210729	Japan	B.1.617.2	21A (Delta)	39	0	13
14003	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
14004	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14005	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14006	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14007	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14008	20210729	Japan	B.1.617.2	21A (Delta)	39	0	13
14009	20210729	Japan	B.1.617.2	21A (Delta)	39	0	13
14010	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14011	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14012	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14013	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14014	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14015	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14016	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14017	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14018	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14019	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14020	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14021	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14022	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14023	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14024	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14025	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
14026	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14027	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
14028	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14029	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
14030	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14031	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14032	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14033	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
14034	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14035	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14036	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14037	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14038	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14039	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14040	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
14041	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14042	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14043	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
14044	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14045	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14046	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14047	20210729	Japan	B.1.617.2	21A (Delta)	40	0	13
14048	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14049	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14050	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14051	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14052	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14053	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14054	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14055	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14056	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14057	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14058	20210729	Japan	B.1.617.2	21A (Delta)	38	0	13
14059	20210729	Japan	B.1.617.2	21A (Delta)	39	0	13
14060	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14061	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14062	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14063	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14064	20210729	Japan	AY.18	21A (Delta)	36	0	13
14065	20210729	Japan	B.1.617.2	21A (Delta)	33	0	13
14066	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14067	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14068	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14069	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14070	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14071	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14072	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14073	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14074	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14075	20210729	Japan	B.1.617.2	21A (Delta)	39	0	13
14076	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14077	20210729	Japan	B.1.617.2	21A (Delta)	36	0	13
14078	20210729	Japan	B.1.617.2	21A (Delta)	35	0	13
14079	20210729	Japan	B.1.617.2	21A (Delta)	37	0	13
14080	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14081	20210729	Japan	B.1.617.2	21A (Delta)	34	0	13
14082	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14083	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14084	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14085	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14086	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14087	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14088	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14089	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14090	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14091	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14092	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14093	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14094	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14095	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14096	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14097	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14098	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14099	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14100	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14101	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14102	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14103	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14104	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14105	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14106	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14107	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14108	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14109	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14110	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14111	20210730	Japan	B.1.617.2	21A (Delta)	42	0	13
14112	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14113	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14114	20210725	Japan	B.1.617.2	21A (Delta)	38	0	13
14115	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
14116	20210725	Japan	B.1.617.2	21A (Delta)	36	0	13
14117	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14118	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14119	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14120	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14121	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14122	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14123	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14124	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14125	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14126	20210730	Japan	B.1.617.2	21A (Delta)	40	0	13
14127	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14128	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14129	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14130	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14131	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14132	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14133	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14134	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14135	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14136	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14137	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14138	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14139	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14140	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14141	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14142	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14143	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14144	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14145	20210730	Japan	B.1.617.2	21A (Delta)	37	0	25
14146	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14147	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14148	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14149	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14150	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14151	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14152	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14153	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14154	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14155	20210730	Japan	B.1.617.2	21A (Delta)	38	0	16
14156	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14157	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14158	20210730	Japan	AY.23	21A (Delta)	38	0	13
14159	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14160	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14161	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14162	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14163	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14164	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14165	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14166	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14167	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14168	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14169	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14170	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14171	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14172	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14173	20210730	Japan	B.1.617.2	21A (Delta)	40	0	13
14174	20210730	Japan	B.1.617.2	21A (Delta)	37	0	13
14175	20210730	Japan	B.1.617.2	21A (Delta)	38	0	16
14176	20210730	Japan	B.1.617.2	21A (Delta)	39	0	13
14177	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14178	20210730	Japan	B.1.617.2	21A (Delta)	34	0	13
14179	20210730	Japan	B.1.617.2	21A (Delta)	38	0	16
14180	20210730	Japan	B.1.617.2	21A (Delta)	38	0	13
14181	20210730	Japan	B.1.617.2	21A (Delta)	36	0	13
14182	20210730	Japan	B.1.617.2	21A (Delta)	35	0	13
14183	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14184	20210730	Japan	B.1.617.2	21A (Delta)	33	0	13
14185	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14186	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14187	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14188	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14189	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14190	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14191	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14192	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14193	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14194	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14195	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14196	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14197	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14198	20210731	Japan	B.1.617.2	21A (Delta)	38	0	13
14199	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14200	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14201	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14202	20210725	Japan	B.1.617.2	21A (Delta)	37	0	13
14203	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14204	20210725	Japan	B.1.617.2	21A (Delta)	34	0	13
14205	20210725	Japan	B.1.617.2	21A (Delta)	36	0	13
14206	20210725	Japan	B.1.617.2	21A (Delta)	35	0	13
14207	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14208	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14209	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14210	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14211	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14212	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14213	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14214	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14215	20210731	Japan	B.1.617.2	21A (Delta)	41	0	13
14216	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14217	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14218	20210731	Japan	B.1.617.2	21A (Delta)	38	0	13
14219	20210731	Japan	B.1.617.2	21A (Delta)	40	0	13
14220	20210731	Japan	B.1.617.2	21A (Delta)	38	0	13
14221	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14222	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14223	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14224	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14225	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14226	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14227	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14228	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14229	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14230	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
14231	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14232	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14233	20210731	Japan	B.1.617.2	21A (Delta)	39	0	13
14234	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14235	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14236	20210731	Japan	B.1.617.2	21A (Delta)	39	0	13
14237	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14238	20210731	Japan	B.1.617.2	21A (Delta)	38	0	13
14239	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14240	20210731	Japan	B.1.617.2	21A (Delta)	38	0	13
14241	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14242	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14243	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14244	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14245	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14246	20210731	Japan	B.1.617.2	21A (Delta)	35	0	13
14247	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14248	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14249	20210731	Japan	B.1.617.2	21A (Delta)	41	0	13
14250	20210731	Japan	B.1.617.2	21A (Delta)	41	0	13
14251	20210731	Japan	B.1.617.2	21A (Delta)	36	0	13
14252	20210731	Japan	B.1.617.2	21A (Delta)	34	0	13
14253	20210731	Japan	B.1.617.2	21A (Delta)	39	0	13
14254	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14255	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14256	20210731	Japan	B.1.617.2	21A (Delta)	37	0	13
14257	20210731	Japan	B.1.617.2	21A (Delta)	33	0	13
